     yr     mth    dy        x              y             z     
    2000    12     17        4.8807       -0.69463      0.025813
    2000    12     18        4.8906       -0.69604      0.025866
    2000    12     19        4.9018        -0.6889      0.025918
    2000    12     20        4.9018        -0.6889      0.025918
    2000    12     21        4.9129       -0.68172       0.02597
    2000    12     22        4.9129       -0.68172       0.02597
    2000    12     23        4.9239        -0.6745      0.026023
    2000    12     24        4.9239        -0.6745      0.026023
    2000    12     25         4.935       -0.66724      0.026075
    2000    12     26        4.9449       -0.66858      0.026127
    2000    12     27        4.9461       -0.65995      0.026127
    2000    12     28         4.956       -0.66128      0.017453
    2000    12     29        4.9572       -0.65263      0.017453
    2000    12     30        4.9671       -0.65393      0.017488
    2000    12     31        4.9782       -0.64655      0.017523
    2001     1      1        4.9782       -0.64655      0.017523
    2001     1      2        4.9892       -0.63913      0.017558
    2001     1      3        4.9892       -0.63913      0.017558
    2001     1      4        5.0002       -0.63168      0.017593
    2001     1      5        5.0101       -0.63293      0.017628
    2001     1      6        5.0112       -0.62418      0.017628
    2001     1      7        5.0223       -0.61666      0.017663
    2001     1      8        5.0223       -0.61666      0.017663
    2001     1      9        5.0332       -0.60909      0.017698
    2001     1     10        5.0432       -0.61029      0.017733
    2001     1     11        5.0442       -0.60149      0.017733
    2001     1     12        5.0542       -0.60267      0.017767
    2001     1     13        5.0652       -0.59502     0.0089012
    2001     1     14        5.0652       -0.59502     0.0089012
    2001     1     15        5.0761       -0.58733     0.0089186
    2001     1     16        5.0771       -0.57847     0.0089186
    2001     1     17        5.0871        -0.5796     0.0089361
    2001     1     18        5.0881       -0.57072     0.0089361
    2001     1     19         5.098       -0.57183     0.0089535
    2001     1     20         5.109       -0.56403      0.008971
    2001     1     21         5.109       -0.56403      0.008971
    2001     1     22        5.1199        -0.5562     0.0089884
    2001     1     23        5.1208       -0.54726     0.0089884
    2001     1     24        5.1308       -0.54832     0.0090059
    2001     1     25        5.1417       -0.54041     0.0090233
    2001     1     26        5.1417       -0.54041     0.0090233
    2001     1     27        5.1526       -0.53246     0.0090408
    2001     1     28        5.1526       -0.53247             0
    2001     1     29        5.1634       -0.52448             0
    2001     1     30        5.1643       -0.51547             0
    2001     1     31        5.1743       -0.51646             0
    2001     2      1        5.1851       -0.50841             0
    2001     2      2        5.1851       -0.50841             0
    2001     2      3         5.196       -0.50031             0
    2001     2      4         5.196       -0.50031             0
    2001     2      5        5.2068       -0.49219             0
    2001     2      6        5.2068       -0.49219             0
    2001     2      7        5.2176       -0.48402             0
    2001     2      8        5.2284       -0.47582             0
    2001     2      9        5.2284       -0.47582             0
    2001     2     10        5.2392       -0.46758             0
    2001     2     11        5.2392       -0.46758             0
    2001     2     12        5.2499       -0.45931    -0.0091979
    2001     2     13        5.2499       -0.45931    -0.0091979
    2001     2     14        5.2607         -0.451    -0.0092153
    2001     2     15        5.2707       -0.45185    -0.0092328
    2001     2     16        5.2714       -0.44266    -0.0092328
    2001     2     17        5.2814       -0.44349    -0.0092502
    2001     2     18        5.2822       -0.43427    -0.0092502
    2001     2     19        5.2929       -0.42586    -0.0092677
    2001     2     20        5.2929       -0.42586    -0.0092677
    2001     2     21        5.3036        -0.4174    -0.0092851
    2001     2     22        5.3036        -0.4174    -0.0092851
    2001     2     23        5.3143       -0.40891    -0.0093026
    2001     2     24        5.3243       -0.40968    -0.0093201
    2001     2     25         5.325       -0.40039    -0.0093201
    2001     2     26        5.3349       -0.40114    -0.0093375
    2001     2     27        5.3356       -0.39182     -0.018675
    2001     2     28        5.3456       -0.39255      -0.01871
    2001     3      1        5.3463       -0.38322      -0.01871
    2001     3      2        5.3562       -0.38394     -0.018745
    2001     3      3        5.3569       -0.37459     -0.018745
    2001     3      4        5.3675       -0.36592      -0.01878
    2001     3      5        5.3775        -0.3666     -0.018815
    2001     3      6        5.3781       -0.35721     -0.018815
    2001     3      7        5.3881       -0.35788      -0.01885
    2001     3      8        5.3887       -0.34847      -0.01885
    2001     3      9        5.3987       -0.34912     -0.018884
    2001     3     10        5.3993       -0.33969     -0.018884
    2001     3     11        5.4093       -0.34032     -0.018919
    2001     3     12        5.4099       -0.33088     -0.018919
    2001     3     13        5.4198       -0.33149     -0.018954
    2001     3     14        5.4204       -0.32203     -0.018954
    2001     3     15        5.4304       -0.32262     -0.028484
    2001     3     16        5.4309       -0.31314     -0.028484
    2001     3     17        5.4409       -0.31372     -0.028536
    2001     3     18        5.4514       -0.30478     -0.028588
    2001     3     19        5.4514       -0.30478     -0.028588
    2001     3     20        5.4619       -0.29581     -0.028641
    2001     3     21        5.4619       -0.29581     -0.028641
    2001     3     22        5.4724        -0.2868     -0.028693
    2001     3     23        5.4724        -0.2868     -0.028693
    2001     3     24        5.4829       -0.27775     -0.028745
    2001     3     25        5.4829       -0.27775     -0.028745
    2001     3     26        5.4934       -0.26867     -0.028798
    2001     3     27        5.4938       -0.25908     -0.028798
    2001     3     28        5.5038       -0.25955      -0.02885
    2001     3     29        5.5043       -0.24995      -0.02885
    2001     3     30        5.5142        -0.2504     -0.028903
    2001     3     31        5.5246       -0.24121     -0.038606
    2001     4      1        5.5246       -0.24121     -0.038606
    2001     4      2         5.535       -0.23199     -0.038676
    2001     4      3         5.535       -0.23199     -0.038676
    2001     4      4        5.5454       -0.22273     -0.038746
    2001     4      5        5.5454       -0.22273     -0.038746
    2001     4      6        5.5558       -0.21343     -0.038816
    2001     4      7        5.5558       -0.21343     -0.038816
    2001     4      8        5.5661        -0.2041     -0.038886
    2001     4      9        5.5661        -0.2041     -0.038886
    2001     4     10        5.5765       -0.19473     -0.038955
    2001     4     11        5.5765       -0.19473     -0.038955
    2001     4     12        5.5868       -0.18533     -0.039025
    2001     4     13        5.5868       -0.18533     -0.039025
    2001     4     14        5.5971        -0.1759     -0.039095
    2001     4     15        5.5971        -0.1759     -0.039095
    2001     4     16        5.6074       -0.16642     -0.039165
    2001     4     17        5.6073       -0.16642     -0.048956
    2001     4     18        5.6173       -0.16672     -0.049043
    2001     4     19        5.6176       -0.15691     -0.049043
    2001     4     20        5.6276       -0.15719      -0.04913
    2001     4     21        5.6379       -0.14763     -0.049218
    2001     4     22        5.6379       -0.14763     -0.049218
    2001     4     23        5.6481       -0.13804     -0.049305
    2001     4     24        5.6481       -0.13804     -0.049305
    2001     4     25        5.6583       -0.12841     -0.049392
    2001     4     26        5.6583       -0.12841     -0.049392
    2001     4     27        5.6685       -0.11874     -0.049479
    2001     4     28        5.6685       -0.11874     -0.049479
    2001     4     29        5.6787       -0.10904     -0.049567
    2001     4     30        5.6787       -0.10904     -0.049567
    2001     5      1        5.6889        -0.0993     -0.049654
    2001     5      2        5.6889        -0.0993     -0.049654
    2001     5      3        5.6991      -0.089528     -0.049741
    2001     5      4        5.6991      -0.089528     -0.049741
    2001     5      5        5.7091       -0.07972     -0.059794
    2001     5      6        5.7091       -0.07972     -0.059794
    2001     5      7        5.7193      -0.069877     -0.059899
    2001     5      8        5.7193      -0.069877     -0.059899
    2001     5      9        5.7294          -0.06     -0.060003
    2001     5     10        5.7294          -0.06     -0.060003
    2001     5     11        5.7395      -0.050088     -0.060108
    2001     5     12        5.7395      -0.050088     -0.060108
    2001     5     13        5.7495      -0.050175     -0.060213
    2001     5     14        5.7495       -0.04014     -0.060213
    2001     5     15        5.7595       -0.04021     -0.060317
    2001     5     16        5.7596      -0.030157     -0.060317
    2001     5     17        5.7696       -0.03021     -0.060422
    2001     5     18        5.7696       -0.02014     -0.060422
    2001     5     19        5.7796      -0.020175     -0.060527
    2001     5     20        5.7797      -0.010087     -0.060527
    2001     5     21        5.7897      -0.010105     -0.060632
    2001     5     22        5.7897    -1.4181e-15     -0.060632
    2001     5     23        5.7996              0     -0.070859
    2001     5     24        5.7996       0.010122     -0.070859
    2001     5     25        5.8096        0.01014     -0.070981
    2001     5     26        5.8096        0.01014     -0.070981
    2001     5     27        5.8195       0.020314     -0.071103
    2001     5     28        5.8195       0.020314     -0.071103
    2001     5     29        5.8295       0.030523     -0.071225
    2001     5     30        5.8295       0.030523     -0.071225
    2001     5     31        5.8394       0.040768     -0.071347
    2001     6      1        5.8394       0.040768     -0.071347
    2001     6      2        5.8493       0.051046     -0.071469
    2001     6      3        5.8493       0.051046     -0.071469
    2001     6      4        5.8592        0.06136     -0.071592
    2001     6      5        5.8592        0.06136     -0.071592
    2001     6      6        5.8692       0.061465     -0.071714
    2001     6      7        5.8691       0.071708     -0.071714
    2001     6      8        5.8791       0.071831     -0.071836
    2001     6      9         5.879       0.082091     -0.071836
    2001     6     10         5.889       0.082231     -0.071958
    2001     6     11        5.8887       0.092507     -0.082237
    2001     6     12        5.8987       0.092664     -0.082377
    2001     6     13        5.8985        0.10296     -0.082377
    2001     6     14        5.9085        0.10313     -0.082516
    2001     6     15        5.9085        0.10313     -0.082516
    2001     6     16        5.9183        0.11364     -0.082656
    2001     6     17        5.9183        0.11364     -0.082656
    2001     6     18        5.9281        0.12418     -0.082796
    2001     6     19        5.9281        0.12418     -0.082796
    2001     6     20        5.9379        0.13475     -0.082935
    2001     6     21        5.9379        0.13475     -0.082935
    2001     6     22        5.9476        0.14536     -0.083075
    2001     6     23        5.9476        0.14536     -0.083075
    2001     6     24        5.9576         0.1456     -0.083215
    2001     6     25        5.9574          0.156     -0.083215
    2001     6     26        5.9674        0.15626     -0.083354
    2001     6     27        5.9671        0.16668     -0.083354
    2001     6     28        5.9671        0.16668     -0.083354
    2001     6     29        5.9768        0.17739     -0.083494
    2001     6     30        5.9766        0.17738      -0.09393
    2001     7      1        5.9863        0.18813     -0.094087
    2001     7      2        5.9863        0.18813     -0.094087
    2001     7      3        5.9963        0.18844     -0.094244
    2001     7      4         5.996        0.19891     -0.094244
    2001     7      5         6.006        0.19924     -0.094401
    2001     7      6        6.0056        0.20972     -0.094401
    2001     7      7        6.0156        0.21007     -0.094558
    2001     7      8        6.0152        0.22057     -0.094558
    2001     7      9        6.0252        0.22093     -0.094715
    2001     7     10        6.0252        0.22093     -0.094715
    2001     7     11        6.0348        0.23183     -0.094872
    2001     7     12        6.0348        0.23183     -0.094872
    2001     7     13        6.0444        0.24277     -0.095029
    2001     7     14        6.0444        0.24277     -0.095029
    2001     7     15        6.0544        0.24317     -0.095186
    2001     7     16        6.0539        0.25374     -0.095186
    2001     7     17        6.0639        0.25415     -0.095343
    2001     7     18        6.0635        0.26474     -0.095343
    2001     7     19        6.0635        0.26474     -0.095343
    2001     7     20        6.0728        0.27576      -0.10611
    2001     7     21        6.0728        0.27576      -0.10611
    2001     7     22        6.0828        0.27622      -0.10629
    2001     7     23        6.0823        0.28683      -0.10629
    2001     7     24        6.0923        0.28731      -0.10646
    2001     7     25        6.0918        0.29794      -0.10646
    2001     7     26        6.1018        0.29843      -0.10663
    2001     7     27        6.1012        0.30908      -0.10663
    2001     7     28        6.1112        0.30958      -0.10681
    2001     7     29        6.1112        0.30958      -0.10681
    2001     7     30        6.1207        0.32077      -0.10698
    2001     7     31        6.1207        0.32077      -0.10698
    2001     8      1        6.1301        0.33199      -0.10716
    2001     8      2        6.1301        0.33199      -0.10716
    2001     8      3        6.1401        0.33253      -0.10733
    2001     8      4        6.1395        0.34325      -0.10733
    2001     8      5        6.1395        0.34325      -0.10733
    2001     8      6        6.1488        0.35454      -0.10751
    2001     8      7        6.1488        0.35454      -0.10751
    2001     8      8        6.1588        0.35512      -0.10768
    2001     8      9        6.1582        0.36586      -0.10768
    2001     8     10         6.168        0.36645      -0.11864
    2001     8     11        6.1673        0.37721      -0.11864
    2001     8     12        6.1773        0.37782      -0.11883
    2001     8     13        6.1773        0.37782      -0.11883
    2001     8     14        6.1866        0.38923      -0.11902
    2001     8     15        6.1866        0.38923      -0.11902
    2001     8     16        6.1959        0.40067      -0.11922
    2001     8     17        6.1959        0.40067      -0.11922
    2001     8     18        6.1952        0.41149      -0.11922
    2001     8     19        6.2052        0.41215      -0.11941
    2001     8     20        6.2052        0.41215      -0.11941
    2001     8     21        6.2144        0.42366       -0.1196
    2001     8     22        6.2144        0.42366       -0.1196
    2001     8     23        6.2237         0.4352      -0.11979
    2001     8     24        6.2237         0.4352      -0.11979
    2001     8     25        6.2336         0.4359      -0.11998
    2001     8     26        6.2329        0.44678      -0.11998
    2001     8     27        6.2428        0.44749      -0.12018
    2001     8     28        6.2428        0.44749      -0.12018
    2001     8     29         6.242        0.45839      -0.12018
    2001     8     30         6.252        0.45912      -0.12037
    2001     8     31         6.251        0.47001      -0.13131
    2001     9      1        6.2609        0.47076      -0.13152
    2001     9      2        6.2609        0.47076      -0.13152
    2001     9      3        6.2701        0.48246      -0.13173
    2001     9      4        6.2701        0.48246      -0.13173
    2001     9      5        6.2792        0.49418      -0.13194
    2001     9      6        6.2792        0.49418      -0.13194
    2001     9      7        6.2792        0.49418      -0.13194
    2001     9      8        6.2883        0.50594      -0.13215
    2001     9      9        6.2883        0.50594      -0.13215
    2001     9     10        6.2974        0.51774      -0.13236
    2001     9     11        6.2974        0.51774      -0.13236
    2001     9     12        6.3073        0.51856      -0.13257
    2001     9     13        6.3064        0.52956      -0.13257
    2001     9     14        6.3164         0.5304      -0.13277
    2001     9     15        6.3154        0.54142      -0.13277
    2001     9     16        6.3154        0.54142      -0.13277
    2001     9     17        6.3254        0.54228      -0.13298
    2001     9     18        6.3244        0.55332      -0.13298
    2001     9     19        6.3344        0.55419      -0.13319
    2001     9     20        6.3344        0.55419      -0.13319
    2001     9     21        6.3434        0.56613       -0.1334
    2001     9     22        6.3431        0.56611      -0.14452
    2001     9     23        6.3521        0.57809      -0.14475
    2001     9     24        6.3521        0.57809      -0.14475
    2001     9     25        6.3521        0.57809      -0.14475
    2001     9     26         6.361         0.5901      -0.14497
    2001     9     27         6.361         0.5901      -0.14497
    2001     9     28          6.37        0.60214       -0.1452
    2001     9     29          6.37        0.60214       -0.1452
    2001     9     30        6.3799        0.60308      -0.14543
    2001    10      1        6.3788        0.61421      -0.14543
    2001    10      2        6.3888        0.61517      -0.14565
    2001    10      3        6.3888        0.61517      -0.14565
    2001    10      4        6.3877        0.62632      -0.14565
    2001    10      5        6.3977         0.6273      -0.14588
    2001    10      6        6.3966        0.63846      -0.14588
    2001    10      7        6.4065        0.63945      -0.14611
    2001    10      8        6.4065        0.63945      -0.14611
    2001    10      9        6.4153        0.65165      -0.14633
    2001    10     10        6.4153        0.65165      -0.14633
    2001    10     11        6.4153        0.65165      -0.14633
    2001    10     12        6.4241        0.66387      -0.14656
    2001    10     13        6.4241        0.66387      -0.14656
    2001    10     14        6.4329        0.67613      -0.14679
    2001    10     15        6.4326         0.6761      -0.15808
    2001    10     16        6.4426        0.67714      -0.15832
    2001    10     17        6.4414        0.68839      -0.15832
    2001    10     18        6.4414        0.68839      -0.15832
    2001    10     19        6.4513        0.68945      -0.15856
    2001    10     20        6.4501        0.70071      -0.15856
    2001    10     21        6.4601        0.70179      -0.15881
    2001    10     22        6.4601        0.70179      -0.15881
    2001    10     23        6.4688        0.71416      -0.15905
    2001    10     24        6.4688        0.71416      -0.15905
    2001    10     25        6.4675        0.72545      -0.15905
    2001    10     26        6.4774        0.72656       -0.1593
    2001    10     27        6.4774        0.72656       -0.1593
    2001    10     28        6.4861          0.739      -0.15954
    2001    10     29        6.4861          0.739      -0.15954
    2001    10     30         6.496        0.74013      -0.15979
    2001    10     31        6.4947        0.75146      -0.15979
    2001    11      1        6.4947        0.75146      -0.15979
    2001    11      2        6.5046        0.75261      -0.16003
    2001    11      3        6.5033        0.76397      -0.16003
    2001    11      4        6.5133        0.76513      -0.16028
    2001    11      5        6.5119         0.7765      -0.16028
    2001    11      6        6.5218        0.77768      -0.16052
    2001    11      7        6.5218        0.77768      -0.16052
    2001    11      8        6.5202        0.78903      -0.17198
    2001    11      9        6.5301        0.79023      -0.17224
    2001    11     10        6.5301        0.79023      -0.17224
    2001    11     11        6.5386        0.80284      -0.17251
    2001    11     12        6.5386        0.80284      -0.17251
    2001    11     13        6.5386        0.80284      -0.17251
    2001    11     14        6.5471        0.81549      -0.17277
    2001    11     15        6.5471        0.81549      -0.17277
    2001    11     16        6.5556        0.82817      -0.17303
    2001    11     17        6.5556        0.82817      -0.17303
    2001    11     18        6.5655        0.82942      -0.17329
    2001    11     19        6.5641        0.84088      -0.17329
    2001    11     20        6.5641        0.84088      -0.17329
    2001    11     21         6.574        0.84215      -0.17355
    2001    11     22        6.5725        0.85362      -0.17355
    2001    11     23        6.5824        0.85491      -0.17381
    2001    11     24        6.5824        0.85491      -0.17381
    2001    11     25        6.5809         0.8664      -0.17381
    2001    11     26        6.5908         0.8677      -0.17408
    2001    11     27        6.5908         0.8677      -0.17408
    2001    11     28        6.5992        0.88053      -0.17434
    2001    11     29        6.5992        0.88053      -0.17434
    2001    11     30        6.6091        0.88185       -0.1746
    2001    12      1        6.6076        0.89338       -0.1746
    2001    12      2        6.6073        0.89334      -0.18624
    2001    12      3        6.6156        0.90623      -0.18652
    2001    12      4        6.6156        0.90623      -0.18652
    2001    12      5        6.6255        0.90758       -0.1868
    2001    12      6        6.6239        0.91915       -0.1868
    2001    12      7        6.6239        0.91915       -0.1868
    2001    12      8        6.6338        0.92052      -0.18707
    2001    12      9        6.6322         0.9321      -0.18707
    2001    12     10        6.6421        0.93349      -0.18735
    2001    12     11        6.6421        0.93349      -0.18735
    2001    12     12        6.6405        0.94508      -0.18735
    2001    12     13        6.6504        0.94649      -0.18763
    2001    12     14        6.6504        0.94649      -0.18763
    2001    12     15        6.6586        0.95952      -0.18791
    2001    12     16        6.6586        0.95952      -0.18791
    2001    12     17        6.6586        0.95952      -0.18791
    2001    12     18        6.6668        0.97258      -0.18819
    2001    12     19        6.6668        0.97258      -0.18819
    2001    12     20        6.6767        0.97402      -0.18847
    2001    12     21         6.675        0.98568      -0.18847
    2001    12     22         6.675        0.98568      -0.18847
    2001    12     23        6.6849        0.98714      -0.18875
    2001    12     24        6.6831         0.9988      -0.18875
    2001    12     25         6.693         1.0003      -0.18903
    2001    12     26         6.693         1.0003      -0.18903
    2001    12     27        6.6909         1.0119      -0.20084
    2001    12     28        6.7008         1.0134      -0.20114
    2001    12     29        6.7008         1.0134      -0.20114
    2001    12     30        6.7089         1.0266      -0.20143
    2001    12     31        6.7089         1.0266      -0.20143
    2002     1      1        6.7089         1.0266      -0.20143
    2002     1      2         6.717         1.0398      -0.20173
    2002     1      3         6.717         1.0398      -0.20173
    2002     1      4        6.7269         1.0414      -0.20203
    2002     1      5         6.725         1.0531      -0.20203
    2002     1      6         6.725         1.0531      -0.20203
    2002     1      7        6.7349         1.0547      -0.20232
    2002     1      8        6.7331         1.0664      -0.20232
    2002     1      9        6.7429          1.068      -0.20262
    2002     1     10        6.7429          1.068      -0.20262
    2002     1     11        6.7411         1.0797      -0.20262
    2002     1     12        6.7509         1.0813      -0.20292
    2002     1     13        6.7509         1.0813      -0.20292
    2002     1     14        6.7589         1.0947      -0.20321
    2002     1     15        6.7589         1.0947      -0.20321
    2002     1     16        6.7589         1.0947      -0.20321
    2002     1     17        6.7669         1.1081      -0.20351
    2002     1     18        6.7669         1.1081      -0.20351
    2002     1     19        6.7767         1.1097      -0.20381
    2002     1     20        6.7748         1.1216      -0.20381
    2002     1     21        6.7748         1.1216      -0.20381
    2002     1     22        6.7846         1.1232       -0.2041
    2002     1     23        6.7823          1.135      -0.21611
    2002     1     24        6.7922         1.1366      -0.21642
    2002     1     25        6.7922         1.1366      -0.21642
    2002     1     26        6.7902         1.1485      -0.21642
    2002     1     27           6.8         1.1501      -0.21673
    2002     1     28           6.8         1.1501      -0.21673
    2002     1     29         6.798          1.162      -0.21673
    2002     1     30        6.8079         1.1637      -0.21705
    2002     1     31        6.8079         1.1637      -0.21705
    2002     2      1        6.8157         1.1773      -0.21736
    2002     2      2        6.8157         1.1773      -0.21736
    2002     2      3        6.8157         1.1773      -0.21736
    2002     2      4        6.8234         1.1909      -0.21768
    2002     2      5        6.8234         1.1909      -0.21768
    2002     2      6        6.8333         1.1926      -0.21799
    2002     2      7        6.8312         1.2045      -0.21799
    2002     2      8        6.8312         1.2045      -0.21799
    2002     2      9         6.841         1.2063       -0.2183
    2002     2     10        6.8389         1.2182       -0.2183
    2002     2     11        6.8389         1.2182       -0.2183
    2002     2     12        6.8488           1.22      -0.21862
    2002     2     13        6.8466         1.2319      -0.21862
    2002     2     14        6.8565         1.2337      -0.21893
    2002     2     15        6.8565         1.2337      -0.21893
    2002     2     16        6.8543         1.2456      -0.21893
    2002     2     17        6.8641         1.2474      -0.21925
    2002     2     18        6.8641         1.2474      -0.21925
    2002     2     19        6.8714         1.2611      -0.23175
    2002     2     20        6.8714         1.2611      -0.23175
    2002     2     21        6.8714         1.2611      -0.23175
    2002     2     22        6.8812         1.2629      -0.23209
    2002     2     23         6.879         1.2749      -0.23209
    2002     2     24         6.879         1.2749      -0.23209
    2002     2     25        6.8888         1.2768      -0.23242
    2002     2     26        6.8866         1.2888      -0.23242
    2002     2     27        6.8964         1.2906      -0.23275
    2002     2     28        6.8964         1.2906      -0.23275
    2002     3      1        6.8941         1.3027      -0.23275
    2002     3      2         6.904         1.3045      -0.23308
    2002     3      3         6.904         1.3045      -0.23308
    2002     3      4        6.9017         1.3166      -0.23308
    2002     3      5        6.9115         1.3184      -0.23341
    2002     3      6        6.9115         1.3184      -0.23341
    2002     3      7         6.919         1.3324      -0.23374
    2002     3      8         6.919         1.3324      -0.23374
    2002     3      9         6.919         1.3324      -0.23374
    2002     3     10        6.9265         1.3464      -0.23408
    2002     3     11        6.9265         1.3464      -0.23408
    2002     3     12        6.9265         1.3464      -0.23408
    2002     3     13        6.9363         1.3483      -0.23441
    2002     3     14        6.9339         1.3604      -0.23441
    2002     3     15        6.9339         1.3604      -0.23441
    2002     3     16        6.9437         1.3623      -0.23474
    2002     3     17        6.9413         1.3744      -0.23474
    2002     3     18        6.9511         1.3764      -0.23507
    2002     3     19        6.9507         1.3763      -0.24744
    2002     3     20        6.9483         1.3884      -0.24744
    2002     3     21        6.9581         1.3904      -0.24779
    2002     3     22        6.9581         1.3904      -0.24779
    2002     3     23        6.9557         1.4025      -0.24779
    2002     3     24        6.9655         1.4045      -0.24814
    2002     3     25        6.9655         1.4045      -0.24814
    2002     3     26        6.9753         1.4065      -0.24848
    2002     3     27        6.9728         1.4186      -0.24848
    2002     3     28        6.9728         1.4186      -0.24848
    2002     3     29        6.9826         1.4206      -0.24883
    2002     3     30        6.9801         1.4328      -0.24883
    2002     3     31        6.9801         1.4328      -0.24883
    2002     4      1        6.9899         1.4348      -0.24918
    2002     4      2        6.9874          1.447      -0.24918
    2002     4      3        6.9874          1.447      -0.24918
    2002     4      4        6.9972          1.449      -0.24953
    2002     4      5        6.9946         1.4613      -0.24953
    2002     4      6        7.0044         1.4633      -0.24988
    2002     4      7        7.0044         1.4633      -0.24988
    2002     4      8        7.0044         1.4633      -0.24988
    2002     4      9        7.0116         1.4776      -0.25023
    2002     4     10        7.0116         1.4776      -0.25023
    2002     4     11        7.0116         1.4776      -0.25023
    2002     4     12        7.0188         1.4919      -0.25058
    2002     4     13        7.0188         1.4919      -0.25058
    2002     4     14        7.0188         1.4919      -0.25058
    2002     4     15         7.026         1.5062      -0.25093
    2002     4     16         7.026         1.5062      -0.25093
    2002     4     17        7.0255         1.5061      -0.26347
    2002     4     18        7.0353         1.5082      -0.26383
    2002     4     19        7.0327         1.5205      -0.26383
    2002     4     20        7.0424         1.5226       -0.2642
    2002     4     21        7.0424         1.5226       -0.2642
    2002     4     22        7.0398         1.5349       -0.2642
    2002     4     23        7.0495          1.537      -0.26457
    2002     4     24        7.0495          1.537      -0.26457
    2002     4     25        7.0468         1.5493      -0.26457
    2002     4     26        7.0566         1.5515      -0.26493
    2002     4     27        7.0566         1.5515      -0.26493
    2002     4     28        7.0566         1.5515      -0.26493
    2002     4     29        7.0636          1.566       -0.2653
    2002     4     30        7.0636          1.566       -0.2653
    2002     5      1        7.0636          1.566       -0.2653
    2002     5      2        7.0706         1.5805      -0.26567
    2002     5      3        7.0706         1.5805      -0.26567
    2002     5      4        7.0706         1.5805      -0.26567
    2002     5      5        7.0776          1.595      -0.26603
    2002     5      6        7.0776          1.595      -0.26603
    2002     5      7        7.0874         1.5972       -0.2664
    2002     5      8        7.0874         1.5972       -0.2664
    2002     5      9        7.0846         1.6096       -0.2664
    2002     5     10        7.0943         1.6118      -0.26677
    2002     5     11        7.0943         1.6118      -0.26677
    2002     5     12        7.0915         1.6242      -0.26677
    2002     5     13        7.1012         1.6264      -0.26713
    2002     5     14        7.1012         1.6264      -0.26713
    2002     5     15        7.1012         1.6264      -0.26713
    2002     5     16        7.1081          1.641       -0.2675
    2002     5     17        7.1077         1.6409      -0.28023
    2002     5     18        7.1077         1.6409      -0.28023
    2002     5     19        7.1145         1.6556      -0.28061
    2002     5     20        7.1145         1.6556      -0.28061
    2002     5     21        7.1145         1.6556      -0.28061
    2002     5     22        7.1213         1.6703        -0.281
    2002     5     23        7.1213         1.6703        -0.281
    2002     5     24        7.1213         1.6703        -0.281
    2002     5     25        7.1311         1.6726      -0.28138
    2002     5     26        7.1281          1.685      -0.28138
    2002     5     27        7.1281          1.685      -0.28138
    2002     5     28        7.1379         1.6873      -0.28177
    2002     5     29        7.1349         1.6998      -0.28177
    2002     5     30        7.1349         1.6998      -0.28177
    2002     5     31        7.1446         1.7021      -0.28215
    2002     6      1        7.1446         1.7021      -0.28215
    2002     6      2        7.1417         1.7146      -0.28215
    2002     6      3        7.1514         1.7169      -0.28253
    2002     6      4        7.1514         1.7169      -0.28253
    2002     6      5        7.1484         1.7294      -0.28253
    2002     6      6        7.1581         1.7317      -0.28292
    2002     6      7        7.1581         1.7317      -0.28292
    2002     6      8        7.1678         1.7341       -0.2833
    2002     6      9        7.1647         1.7466       -0.2833
    2002     6     10        7.1647         1.7466       -0.2833
    2002     6     11        7.1745         1.7489      -0.28369
    2002     6     12        7.1714         1.7615      -0.28369
    2002     6     13        7.1714         1.7615      -0.28369
    2002     6     14        7.1811         1.7638      -0.28407
    2002     6     15        7.1811         1.7638      -0.28407
    2002     6     16         7.178         1.7764      -0.28407
    2002     6     17        7.1872         1.7787      -0.29738
    2002     6     18        7.1872         1.7787      -0.29738
    2002     6     19        7.1841         1.7912      -0.29738
    2002     6     20        7.1938         1.7936      -0.29778
    2002     6     21        7.1938         1.7936      -0.29778
    2002     6     22        7.1938         1.7936      -0.29778
    2002     6     23        7.2003         1.8086      -0.29818
    2002     6     24        7.2003         1.8086      -0.29818
    2002     6     25        7.2003         1.8086      -0.29818
    2002     6     26        7.2069         1.8236      -0.29858
    2002     6     27        7.2069         1.8236      -0.29858
    2002     6     28        7.2069         1.8236      -0.29858
    2002     6     29        7.2165         1.8261      -0.29898
    2002     6     30        7.2134         1.8387      -0.29898
    2002     7      1        7.2134         1.8387      -0.29898
    2002     7      2         7.223         1.8411      -0.29938
    2002     7      3         7.223         1.8411      -0.29938
    2002     7      4        7.2198         1.8537      -0.29938
    2002     7      5        7.2198         1.8537      -0.29938
    2002     7      6        7.2295         1.8562      -0.29978
    2002     7      7        7.2262         1.8688      -0.29978
    2002     7      8        7.2262         1.8688      -0.29978
    2002     7      9        7.2359         1.8713      -0.30019
    2002     7     10        7.2359         1.8713      -0.30019
    2002     7     11        7.2326          1.884      -0.30019
    2002     7     12        7.2423         1.8865      -0.30059
    2002     7     13        7.2423         1.8865      -0.30059
    2002     7     14         7.239         1.8991      -0.30059
    2002     7     15        7.2487         1.9017      -0.30099
    2002     7     16        7.2487         1.9017      -0.30099
    2002     7     17        7.2487         1.9017      -0.30099
    2002     7     18         7.255         1.9169      -0.30139
    2002     7     19        7.2545         1.9167      -0.31449
    2002     7     20        7.2545         1.9167      -0.31449
    2002     7     21        7.2641         1.9193       -0.3149
